OBJECTID,Parcel Number,APN  JF,Address,City,Zip Code,Legal Line,Case No 1,Case No 2,Case No 3,Case No 4,Amount 1,Amount 2,Amount 3,Amount 4,Sale Location
953,30-110-30-32-00-0-00-000,JA30110303200000000,3818 OLIVE ST,KANSAS CITY,64109,"ABERDEEN, N 33 1/3' LOT 5 BLK 1",K2015-02250,,,,1059.91,,,,Kansas City
954,30-110-30-10-00-0-00-000,JA30110301000000000,3821 PARK AVE,KANSAS CITY,64109,"ABERDEEN, S 32' OF N 37' LOT 20 BLK 1",K2014-02134,,,,938.25,,,,Kansas City
753,30-120-04-40-00-0-00-000,JA30120044000000000,3604 FLORA AVE,KANSAS CITY,64109,"RAGAN PLACE, N 26.2 FT OF LOT 77 S 7.6 F   T OF LOT 78",K2015-02262,,,,1351.4,,,,Kansas City
745,30-120-12-20-00-0-00-000,JA30120122000000000,3640 PASEO BLVD,KANSAS CITY,64109,"TROOST PARK, W 117' OF LOT 86",K2015-02269,,,,1862.65,,,,Kansas City
705,30-130-04-17-00-0-00-000,JA30130041700000000,3933 PASEO,KANSAS CITY,64110,"THE PASEO VIEW, S 27.13' LOT 29 & N 2.97' LOT 30",K2015-02283,,,,282.45,,,,Kansas City
709,30-130-03-17-00-0-00-000,JA30130031700000000,3937 FLORA AVE,KANSAS CITY,64110,"HELLMAN'S CHRISTIAN ESTATE SUB OF, N 30' OF S 150' OF W 1/2 OF LOT 3",K2014-02157,,,,1702.9,,,,Kansas City
711,30-130-04-18-00-0-00-000,JA30130041800000000,3937 PASEO BLVD,KANSAS CITY,64110,"THE PASEO VIEW, S 30' OF N 32.87' LOT 30",K2014-02158,,,,897.43,,,,Kansas City
699,30-130-09-09-00-0-00-000,JA30130090900000000,4027 TROOST AVE,KANSAS CITY,64110,TROOST HILL N 7 FT OF LOT 101 S 22 FT OF LOT 102,K2015-02285,,,,1688.04,,,,Kansas City
700,30-130-13-31-00-0-00-000,JA30130133100000000,4018 FLORA AVE,KANSAS CITY,64110,"HANCOCK PLACE NO 2, LOT 7",K2015-02293,,,,924.18,,,,Kansas City
703,30-130-12-32-00-0-00-000,JA30130123200000000,4010 PASEO BLVD,KANSAS CITY,64110,"TROOST HILL, W 110.61' OF S 35.5' OF N 39.5' OF LOT 8",K2015-02289,,,,1724.13,,,,Kansas City
706,30-130-11-03-00-0-00-000,JA30130110300000000,1315 E 40TH ST,KANSAS CITY,64110,"TROOST HILL, E 33' OF W 66.85' OF LOTS     33 & 34",K2015-02286,,,,1621.64,,,,Kansas City
682,30-130-19-28-00-0-00-000,JA30130192800000000,4136 WAYNE AVE,KANSAS CITY,64110,SEC-21 TWP-49 RNG-33 PT SW 1/4 DAF: BEG 113'  N OF NW COR OF 42ND S & WAYNE AVE TH W 138.25' TH N 30' TH E 138.25' TH S TO BEG,K2015-02304,,,,217.61,,,,Kansas City
683,30-130-22-26-00-0-00-000,JA30130222600000000,1322 E 42ND ST,KANSAS CITY,64110,"TROOST AVENUE TERRACE, E 32.85 FT OF LOTS 66 & 67",K2015-02316,,,,216.76,,,,Kansas City
684,30-130-22-25-00-0-00-000,JA30130222500000000,1320 E 42ND ST,KANSAS CITY,64110,"TROOST AVENUE TERRACE, E 33 1/3' OF W 100' OF LOTS   66 & 67, PTD COMMENTS:                 K81-1385",K2015-02315,,,,216.76,,,,Kansas City
685,30-130-19-29-00-0-00-000,JA30130192900000000,4134 WAYNE AVE,KANSAS CITY,64110,SEC-21 TWP-49 RNG-33---PT SW 1/4 DAF:  BEG ON W LI OF WAYNE 143' N OF N LI OF 42ND ST TH N 30.2' TH W & PARL TO N LI OF 42ND ST 138.25' TH S & PARL TO W LI OF WAYNE 30.2' TH E 138.25' TO POB,K2015-02305,,,,943.35,,,,Kansas City
687,30-130-19-30-00-0-00-000,JA30130193000000000,4132 WAYNE AVE,KANSAS CITY,64110,SEC-21 TWP-49 RNG-33--- PT SW 1/4 DAF: BEG ON W LI OF WAYNE 173.2' N OF N LI OF 42ND ST TH N 7' TH W 138.25' TH S 7' TH E 138.25' TO BEG,K2015-02306,,,,193.77,,,,Kansas City
690,30-130-17-28-00-0-00-000,JA30130172800000000,4118 WOODLAND AVE,KANSAS CITY,64110,"SEC 21 TWP 49 RNG 33, BEG 204.93' S OF SW COR OF 41 ST & WOODLAND AVE, TH S 33 1/3' TH W 138' TH N 33 1/3' TH E TO BEG",K2014-02180,,,,608.66,,,,Kansas City
691,30-130-23-33-00-0-00-000,JA30130233300000000,4122 TRACY AVE,KANSAS CITY,64110,"TROOST AVENUE TERRACE, S 1/2 OF LOT 46",K2015-02321,,,,211.76,,,,Kansas City
692,30-130-23-13-00-0-00-000,JA30130231300000000,4121 FOREST AVE,KANSAS CITY,64110,"TROOST AVENUE TERRACE, S 37.5' OF LOT 33",K2015-02319,,,,1038.27,,,,Kansas City
697,30-130-16-16-00-0-00-000,JA30130161600000000,1708 E 41ST ST,KANSAS CITY,64110,"HELLMAN'S CHRISTIAN EST SUB OF, W 40' OF S 97.55' OF E 138' OF N 138.55' OF LOT 9",K2014-02176,,,,862.14,,,,Kansas City
55,30-130-29-14-00-0-00-000,JA30130291400000000,4246 FLORA AVE,KANSAS CITY,64110,"LLEWELLYN HEIGHTS RES, ALL OF LOT 63 E 13.55 FT OF   S 45.82 FT OF LOT 4",K2015-02330,,,,2171.86,,,,Kansas City
669,30-130-28-19-00-0-00-000,JA30130281900000000,4245 VIRGINIA AVE,KANSAS CITY,64110,"LLEWELLYN PLACE AMENDED PLAT, S 26' OF LOT 4 BLK 8",K2015-02328,,,,1314.82,,,,Kansas City
677,30-130-31-05-00-0-00-000,JA30130310500000000,1611 E 42ND ST,KANSAS CITY,64110,"WOODLAND AVENUE PARK, E 33' OF LOTS 61,62,63 & 64",K2015-02335,,,,759.32,,,,Kansas City
678,30-130-28-03-00-0-00-000,JA30130280300000000,4203 VIRGINIA AVE,KANSAS CITY,64110,"KENILWORTH, S 27.5' OF W 115' OF LOT 11 & N 9 1/3' OF W 115' OF, LOT 12",K2015-02324,,,,367.28,,,,Kansas City
679,30-130-28-02-00-0-00-000,JA30130280200000000,4201 VIRGINIA AVE,KANSAS CITY,64110,"KENILWORTH, N 36' OF W 115' OF LOT 11",K2015-02323,,,,1701.1,,,,Kansas City
710,30-140-03-08-00-0-00-000,JA30140030800000000,3925 PARK AVE,KANSAS CITY,64130,"WARDER'S GEORGE W ADD, S 33' OF LOT 18 BLK 3",K2015-02342,,,,639.23,,,,Kansas City
918,30-140-03-09-00-0-00-000,JA30140030900000000,3931 PARK AVE,KANSAS CITY,64130,"WARDER'S GEORGE W ADD, N 42' OF LOT 17 BLK 3",K2015-02343,,,,1197.9,,,,Kansas City
701,30-140-14-03-00-0-00-000,JA30140140300000000,4005 PARK AVE,KANSAS CITY,64130,"WARDER'S GEORGE W ADD, N 25' OF LOT 23 BLK 6",K2015-02350,,,,1490.28,,,,Kansas City
686,30-140-18-29-00-0-00-000,JA30140182900000000,4122 WABASH AVE,KANSAS CITY,64130,"THOMPSON'S A O FIRST ADD, LOT 30",K2015-02353,,,,1941.76,,,,Kansas City
688,30-140-18-10-00-0-00-000,JA30140181000000000,4123 OLIVE ST,KANSAS CITY,64130,"THOMPSON'S A O FIRST ADD, LOT 49",K2015-02352,,,,1365.23,,,,Kansas City
698,30-140-15-14-00-0-00-000,JA30140151400000000,4031 OLIVE ST,KANSAS CITY,64130,"WARDER'S GEORGE W ADD, N 20 FT OF LOT 16 BLK 7 S 1   0 FT OF LOT 17 BLK 7",K2014-02218,,,,372.34,,,,Kansas City
50,30-140-29-12-00-0-00-000,JA30140291200000000,4245 BROOKLYN AVE,KANSAS CITY,64130,OLIVE PARK LOT D,K2015-02363,,,,289.54,,,,Kansas City
51,30-140-32-16-00-0-00-000,JA30140321600000000,4235 WABASH AVE,KANSAS CITY,64130,"THOMPSON'S A O FIRST ADD, LOT 100",K2015-02370,,,,1472.42,,,,Kansas City
53,30-140-28-17-00-0-00-000,JA30140281700000000,2112 E 43RD ST,KANSAS CITY,64130,"NIAGARA PLACE, W 50' OF LOTS 11 & 12 BLK 4",K2014-02235,,,,953.2,,,,Kansas City
326,30-140-32-17-00-0-00-000,JA30140321700000000,4237 WABASH AVE,KANSAS CITY,64130,"THOMPSON'S A O FIRST ADD, LOT 101",K2015-02371,,,,1688.46,,,,Kansas City
657,30-140-31-12-00-0-00-000,JA30140311200000000,4225 OLIVE ST,KANSAS CITY,64130,"THOMPSON'S A O FIRST ADD, LOT 63",K2015-02368,,,,1185.35,,,,Kansas City
670,30-140-29-21-00-0-00-000,JA30140292100000000,4224 PARK AVE,KANSAS CITY,64130,"OLIVE PARK, LOT 79",K2015-02364,,,,999.68,,,,Kansas City
673,30-140-31-08-00-0-00-000,JA30140310800000000,4215 OLIVE ST,KANSAS CITY,64130,"THOMPSON'S A O FIRST ADD, LOT 59",K2015-02367,,,,1131.17,,,,Kansas City
759,30-210-01-14-00-0-00-000,JA30210011400000000,3528 TROOST AVE,KANSAS CITY,64109,"NICOLETT PLACE, W 125' OF LOT 14 & E 1/2 VAC ALLEY LY W OF & ADJ",K2015-02373,,,,2177.22,,,,Kansas City
749,30-210-16-34-00-0-00-000,JA30210163400000000,3634 TROOST AVE,KANSAS CITY,64109,"TROOST AVENUE HEIGHTS CORR, PLAT ALL LOT 44 (EX W 15')    & ALL LOT 45 (EX W 15')",K2015-02378,,,,5007.19,,,,Kansas City
817,30-230-12-12-00-0-00-000,JA30230121200000000,4118 BROADWAY ST,KANSAS CITY,64111,"CAMPBELL'S JOHN ADD TO WESTPORT, PT OF LOTS 6 & 7 DAF: BEG AT A PT ON WLY ROW LI OF BROADWAY, 215.9' SELY OF SLY ROW LI OF WESTPORT RD TH SELY ALG SD WLY, ROW LI 100' TH SWLY ALG NLY ROW LI OF ARCHIBALD ST 68' TO, SLY PROLO OF WLY LI OF LOT 7 TH NWLY ALG SD PROLO & WLY LI, OF SD LOT 100' TH NELY 68' TO POB (INCLUDES IRREG TR S & ADJ, SD LOTS FORMERLY PT OF ARCHIBALD ST)",K2015-02379,,,,126681.51,,,,Kansas City
322,30-320-27-09-00-0-00-000,JA30320270900000000,1714 W 39TH ST,KANSAS CITY,64111,"MELLIER PLACE, LOTS 8-10 & VAC 39 & BELL STS S & W OF & ADJ LOT 10 BLK 7",K2015-02386,,,,41287.48,,,,Kansas City
1014,30-340-09-12-00-0-00-000,JA30340091200000000,628 W 40TH ST,KANSAS CITY,64111,"SOUTH ROANOKE, E 6 1/3' OF N 130' OF LOT 30 W 32.5' OF N 130', OF LOT 31",K2015-02392,,,,8047.83,,,,Kansas City
9,30-440-11-12-00-0-05-001,JA30440111200005000,807 W 48TH ST UNIT 501,KANSAS CITY,64112,EUGENE FIELDS CONDOMINIUMS---UNIT 501,K2015-02396,,,,13014.29,,,,Kansas City
656,30-510-12-05-00-0-00-000,JA30510120500000000,4409 CAMPBELL ST,KANSAS CITY,64110,"SUNNY SLOPE, LOT 20 BLK 7",K2015-02399,,,,8394.72,,,,Kansas City
2,30-520-06-14-00-0-02-006,JA30520061400002000,4436 J C NICHOLS PKWY UNIT 11,KANSAS CITY,64111,BECKERS CONDOMINIUM---UNIT 11,K2015-02400,,,,10335.3,,,,Kansas City
667,30-610-05-30-00-0-00-000,JA30610053000000000,4306 BROOKLYN AVE,KANSAS CITY,64130,"VANDERBILT PLACE NO 2, E 100 FT LOT 1 & 2 BLK 1",K2013-02365,,,,1318.39,,,,Kansas City
309,30-610-15-06-00-0-00-000,JA30610150600000000,4411 OLIVE ST,KANSAS CITY,64130,"RICHWOOD RES, LOT 72",K2015-02405,,,,1619.77,,,,Kansas City
632,30-610-20-17-00-0-00-000,JA30610201700000000,4532 PARK AVE,KANSAS CITY,64130,"KEMPER HEIGHTS RES OF, N 34.89' OF LOT 150",K2015-02408,,,,1849.07,,,,Kansas City
637,30-610-17-08-00-0-00-000,JA30610170800000000,4519 WABASH AVE,KANSAS CITY,64130,"RESURVEY OF KEMPER HEIGHTS, LOTS 46 & 47",K2013-02374,,,,7876.23,,,,Kansas City
320,30-620-01-01-00-0-00-000,JA30620010100000000,4304 WOODLAND AVE,KANSAS CITY,64110,"LLEWELLYN HEIGHTS RES, E 62 FT OF LOTS 296 & 297",K2014-02297,,,,1288.18,,,,Kansas City
658,30-620-02-30-00-0-00-000,JA30620023000000000,4320 HIGHLAND AVE,KANSAS CITY,64110,"LLEWELLYN HEIGHTS RESURVEY, LOT 211",K2015-02416,,,,2001.4,,,,Kansas City
659,30-620-02-39-00-0-00-000,JA30620023900000000,4340 HIGHLAND AVE,KANSAS CITY,64110,LLEWELLYN HEIGHTS RES LOTS 204-206,K2015-02418,,,,296.28,,,,Kansas City
662,30-620-02-15-00-0-00-000,JA30620021500000000,4329 WAYNE AVE,KANSAS CITY,64110,LLEWELLYN HEIGHTS RES LOT 162,K2015-02415,,,,222.59,,,,Kansas City
666,30-620-02-06-00-0-00-000,JA30620020600000000,4309 WAYNE AVE,KANSAS CITY,64110,"LLEWELLYN HEIGHTS RES, N 30 FT OF LOT 154",K2015-02414,,,,1831.53,,,,Kansas City
8,30-620-05-08-00-0-00-000,JA30620050800000000,4331 VIRGINIA AVE,KANSAS CITY,64110,LLEWELLYN PLACE AMENDED PLA T---S 16 2/3' OF LOT 7 & ALL LOT 8 & N 5' OF LOT 9 BLK 5,K2015-02420,,,,1456.43,,,,Kansas City
651,30-620-14-10-00-0-00-000,JA30620141000000000,4427 FLORA AVE,KANSAS CITY,64110,"LLEWELLYN HEIGHTS RESURVEY, LOT 99",K2015-02439,,,,1798.66,,,,Kansas City
660,30-620-07-12-00-0-00-000,JA30620071200000000,1214 E 44TH ST APT 1,KANSAS CITY,64110,"WIGHTMAN & HENDERSON'S TROOST AVE ADD, W 51.5' OF E 101.5' LOT 12 & W 51.5' OF E 101.5' OF S 1/2, LOT 13 BLK 2",K2015-02426,,,,4154.92,,,,Kansas City
661,30-620-06-18-00-0-00-000,JA30620061800000000,1310 E 44TH ST,KANSAS CITY,64110,"LLEWELLYN PLACE AMENDED PLAT, W 30' LOTS 12 & 13 BLK 6",K2015-02423,,,,1678.01,,,,Kansas City
638,30-620-19-33-00-0-00-000,JA30620193300000000,4537 TRACY AVE,KANSAS CITY,64110,"LLEWELLYN ANNEX, LOTS 9 & 10, BLK 3",K2015-02445,,,,558.36,,,,Kansas City
639,30-620-21-10-00-0-00-000,JA30620211000000000,4526 FOREST AVE,KANSAS CITY,64110,"LLEWELLYN ANNEX, N 16 2/3' OF LOT 17 & S 16 2/3' OF LOT 18 BLK 1",K2015-02448,,,,333.53,,,,Kansas City
640,30-620-21-11-00-0-00-000,JA30620211100000000,4524 FOREST AVE,KANSAS CITY,64110,"LLEWELLYN ANNEX, N 33 1/3 FT OF LOT 18 BLK 1",K2015-02449,,,,366.02,,,,Kansas City
615,30-630-14-25-02-0-00-000,JA30630142502000000,4914 HIGHLAND AVE,KANSAS CITY,64110,"ELMRIDGE PARK, N 50' OF LOTS 168 & 169",K2015-02456,,,,1324.44,,,,Kansas City
616,30-630-13-03-00-0-00-000,JA30630130300000000,4903 HIGHLAND AVE,KANSAS CITY,64110,"ELM RIDGE PARK, S 6 ' OF LOT 176 ALL OF LOT   177",K2015-02452,,,,1528.61,,,,Kansas City
617,30-630-13-02-00-0-00-000,JA30630130200000000,4901 HIGHLAND AVE,KANSAS CITY,64110,"ELM RIDGE PARK, N 31.86' OF LOT 176",K2015-02451,,,,377.36,,,,Kansas City
618,30-630-14-07-00-0-00-000,JA30630140700000000,1519 E 49TH ST,KANSAS CITY,64110,"ELM RIDGE PARK, LOT 5",K2015-02454,,,,1992.82,,,,Kansas City
308,30-630-25-05-00-0-00-000,JA30630250500000000,1539 E 50TH TER,KANSAS CITY,64110,"LANG'S SUB, ALL N 1/2 OF VAC HIGHLAND AVE BETWEEN 50TH ST TER & 51ST ST, LY W OF & ADJ LOTS 10-11-& 12 & LY E OF & ADJ LOTS 13-14-15",K2015-02460,,,,1978.14,,,,Kansas City
601,30-640-21-04-00-0-00-000,JA30640210400000000,2309 E 49TH ST,KANSAS CITY,64130,"PROSPECT HILL, LOT 154",K2015-02467,,,,355.23,,,,Kansas City
619,30-640-17-12-00-0-00-000,JA30640171200000000,2300 E 49TH ST,KANSAS CITY,64130,"PROSPECT HILL, LOT 150",K2014-02343,,,,1403.68,,,,Kansas City
318,30-640-26-12-00-0-00-000,JA30640261200000000,4931 WOODLAND AVE,KANSAS CITY,64130,"PARKINA PLACE, LOT 63",K2015-02474,,,,1553.4,,,,Kansas City
603,30-640-32-09-00-0-00-000,JA30640320900000000,5017 PARK AVE,KANSAS CITY,64130,"COLE GROVE, LOT 25 BLK 3",K2013-02427,,,,415.97,,,,Kansas City
607,30-640-28-31-00-0-00-000,JA30640283100000000,5002 EUCLID AVE,KANSAS CITY,64130,"PARKINA PLACE, S 36.07 FT OF E 90 FT OF LO   T 38",K2014-02354,,,,1405.45,,,,Kansas City
608,30-640-27-03-00-0-00-000,JA30640270300000000,5007 WOODLAND AVE,KANSAS CITY,64130,"PARKINA PLACE, N 42 FT OF LOT 58 S 16 FT O   F LOT59",K2015-02477,,,,1473.72,,,,Kansas City
613,30-640-25-11-00-0-00-000,JA30640251100000000,4935 MICHIGAN AVE,KANSAS CITY,64130,"PARKINA PLACE, S 33 1/3' OF LOT 47",K2015-02473,,,,1661.3,,,,Kansas City
614,30-640-25-10-00-0-00-000,JA30640251000000000,4931 MICHIGAN AVE,KANSAS CITY,64130,"PARKINA PLACE, N 16 2/3' OF LOT 47 & S 16 2/3' OF LOT 48",K2014-02349,,,,1094.36,,,,Kansas City
589,30-710-02-18-00-0-00-000,JA30710021800000000,5139 OLIVE ST,KANSAS CITY,64130,SEC-33 TWP-49 RNG-33---PT NE 1/4 NE 1/4 NE 1/4 DAF: N 37 1/2' OF S 62 1/2' OF E 140.90' OF W 165.95',K2015-02491,,,,2033.04,,,,Kansas City
591,30-710-02-17-00-0-00-000,JA30710021700000000,5137 OLIVE ST,KANSAS CITY,64130,"SEC-33 TWP-49 RNG-33, BEG 37.5' N OF NE COR OF 52ND & OLIVE STS TH N 34' TH E, 140.9' TH S 34' TH W TO BEG",K2015-02490,,,,2201.89,,,,Kansas City
576,30-710-14-16-00-0-00-000,JA30710141600000000,5202 OLIVE ST,KANSAS CITY,64130,"MURWOOD, LOT 48",K2015-02502,,,,282.3,,,,Kansas City
584,30-710-12-20-00-0-00-000,JA30710122000000000,5240 BROOKLYN AVE,KANSAS CITY,64130,"BROOKWOOD, S 12.5' OF LOT 237 N 25' OF   LOT 238",K2015-02501,,,,2005.03,,,,Kansas City
585,30-710-10-17-00-0-00-000,JA30710101700000000,5245 BROOKWOOD AVE,KANSAS CITY,64130,"BROOKWOOD, N 16' OF LOT 166 & S 26' OF LOT 167",K2015-02499,,,,1803.76,,,,Kansas City
587,30-710-11-15-00-0-00-000,JA30710111500000000,5241 EUCLID AVE,KANSAS CITY,64130,"BROOKWOOD, N 24.5' OF LOT 193 S 12.5'    OF LOT 194",K2015-02500,,,,2231.1,,,,Kansas City
596,30-710-07-13-00-0-00-000,JA30710071300000000,5141 MICHIGAN AVE,KANSAS CITY,64130,"RIDGEWOOD, LOT 42",K2012-15221,K2015-02497,,,4704.56,4704.56,,,Kansas City
580,30-710-22-23-00-0-00-000,JA30710222300000000,5330 GARFIELD AVE,KANSAS CITY,64130,"FALLVIEW, S 17 FT OF LOT 10 & N 22 FT   OF LOT 11",K2015-02508,,,,1800.49,,,,Kansas City
582,30-710-15-17-00-0-00-000,JA30710151700000000,2416 E 53RD ST,KANSAS CITY,64130,"RNG-33 TWP-49 SEC-33, PT OF NE 1/4 OF NE 1/4 DAF:   BEG AT NW COR 53RD & WABASH, TH N 100' TH W 140.8' TH S 100' TH E TO POB",K2015-02504,,,,1594.09,,,,Kansas City
921,30-710-19-15-00-0-00-000,JA30710191500000000,5345 PARK AVE,KANSAS CITY,64130,"CAPITAL VIEW, S 10.4' LOT 39 & ALL LOT 40",K2015-02506,,,,2603.22,,,,Kansas City
922,30-710-20-20-00-0-00-000,JA30710202000000000,5340 PARK AVE,KANSAS CITY,64130,"CAPITAL VIEW, LOT 19",K2014-02378,,,,1163.03,,,,Kansas City
568,30-710-25-13-00-0-00-000,JA30710251300000000,5435 WOODLAND AVE,KANSAS CITY,64130,"RATHBONE PLACE, LOT 6 & S 15' OF LOT 7 BLK 2",K2014-02386,,,,608.17,,,,Kansas City
574,30-710-31-09-00-0-00-000,JA30710310900000000,5421 OLIVE ST,KANSAS CITY,64130,"MISSOURI ADD, LOT 64 & S 4.6' LOT 65",K2015-02519,,,,1717.94,,,,Kansas City
920,30-710-30-31-00-0-00-000,JA30710303100000000,5404 OLIVE ST,KANSAS CITY,64130,"CAPITAL VIEW, LOT 43",K2015-02518,,,,2359.81,,,,Kansas City
923,30-710-30-30-00-0-00-000,JA30710303000000000,5406 OLIVE ST,KANSAS CITY,64130,"SUNSHINE, N 32 FT OF LOT 54",K2015-02517,,,,1362.98,,,,Kansas City
577,30-720-14-14-00-0-00-000,JA30720141400000000,5349 WAYNE AVE,KANSAS CITY,64110,"KATHLEEN RIDGE, LOT 14",K2015-02523,,,,1631.71,,,,Kansas City
569,30-720-27-11-00-0-00-000,JA30720271100000000,5435 WAYNE AVE,KANSAS CITY,64110,"KEYSTONE, LOT 25",K2015-02527,,,,1944.68,,,,Kansas City
550,30-730-14-18-00-0-00-000,JA30730141800000000,5606 WAYNE AVE,KANSAS CITY,64110,"RNG-33 TWP-49 SEC-33, PT OF TH NE SW 1/4 DAF: BEG   AT SE COR LOT 30 ASBURY, HEIGHTS TH S 75' TH W 68.5'   TH N 75' TH E 68.5' TO POB",K2015-02536,,,,4110.1,,,,Kansas City
572,30-730-05-35-00-0-00-000,JA30730053500000000,5510 LYDIA AVE,KANSAS CITY,64110,"TROOST PLATEAU, N 32.5' LOT 3 BLK 1 & E 1/2 VAC ALLEY W & ADJ",K2013-02481,,,,574.21,,,,Kansas City
492,30-730-22-21-00-0-00-000,JA30730222100000000,5712 VIRGINIA AVE,KANSAS CITY,64110,"TROOST PLATEAU, LOT 4 BLK 10 & E 1/2 VAC ALLEY W & ADJ",K2015-02542,,,,3364.35,,,,Kansas City
548,30-730-22-17-00-0-00-000,JA30730221700000000,5730 VIRGINIA AVE,KANSAS CITY,64110,"TROOST PLATEAU, E 1/2 VAC ALLEY W OF & ADJ    & ALLOF LOT 8 BLK 10",K2015-02541,,,,2124.45,,,,Kansas City
553,30-730-15-33-00-0-00-000,JA30730153300000000,5602 HIGHLAND AVE,KANSAS CITY,64110,"ASBURY HEIGHTS, S 18 FT LOT 18 N 17 FT LOT    66",K2015-02537,,,,2026.94,,,,Kansas City
556,30-730-16-13-00-0-00-000,JA30730161300000000,5629 HIGHLAND AVE,KANSAS CITY,64110,"ASBURY HEIGHTS, N 2 FT LOT 58 S 31 FT OF LO   T 59",K2015-02538,,,,2227.49,,,,Kansas City
542,30-730-31-12-00-0-00-000,JA30730311200000000,5833 HIGHLAND AVE,KANSAS CITY,64110,"EDWARDS T H SOUTH PARK ADD, N 31' LOT 29 & S 2' LOT 30",K2015-02547,,,,3069.15,,,,Kansas City
544,30-730-26-25-00-0-00-000,JA30730262500000000,5814 TRACY AVE,KANSAS CITY,64110,"TROOST PLATEAU, LOT 5 BLK 14",K2013-02487,,,,4132.55,,,,Kansas City
566,30-740-01-30-00-0-00-000,JA30740013000000000,5528 PROSPECT AVE,KANSAS CITY,64130,"SCHELLS PROSPECT AVE ADD, LOTS 10-11 & 12",K2014-02420,,,,3203.83,,,,Kansas City
307,30-740-11-04-00-0-00-000,JA30740110400000000,5611 EUCLID AVE,KANSAS CITY,64130,"RIDGELAND, LOT 3 BLK F",K2015-02553,,,,2099.66,,,,Kansas City
496,30-740-09-23-00-0-00-000,JA30740092300000000,5610 MICHIGAN AVE,KANSAS CITY,64130,"RIDGELAND, LOT 20 BLK H",K2015-02549,,,,3270.04,,,,Kansas City
497,30-740-11-07-00-0-00-000,JA30740110700000000,5625 EUCLID AVE,KANSAS CITY,64130,"RIDGELAND, S 26 FT OF LOT 5 & N 11 FT    OF LOT 6 BLK F",K2015-02554,,,,3071.52,,,,Kansas City
546,30-740-10-18-00-0-00-000,JA30740101800000000,5644 EUCLID AVE,KANSAS CITY,64130,"RIDGELAND, S 44.52' OF E 85.37' OF LOT 14 BLK G",K2015-02552,,,,225.53,,,,Kansas City
552,30-740-09-01-00-0-00-000,JA30740090100000000,5600 MICHIGAN AVE,KANSAS CITY,64130,"RIDGELAND, LOT 25 BLK H",K2014-02432,,,,2993.97,,,,Kansas City
559,30-740-14-05-00-0-00-000,JA30740140500000000,5607 PARK AVE,KANSAS CITY,64130,"SCHELLS BROOKLYN HEIGHTS, LOT 89",K2014-02439,,,,761.23,,,,Kansas City
560,30-740-12-31-00-0-00-000,JA30740123100000000,5606 BROOKLYN AVE,KANSAS CITY,64130,RIDGELAND--- S 40' OF N 43' OF LOT 23 BLK E,K2015-02555,,,,2918.78,,,,Kansas City
493,30-740-22-03-00-0-00-000,JA30740220300000000,5703 EUCLID AVE,KANSAS CITY,64130,"MINERVA PLACE, N 37 FT OF S 61 FT LOT 9 BL   K 3",K2015-02571,,,,2473.35,,,,Kansas City
547,30-740-17-18-00-0-00-000,JA30740171800000000,5747 WABASH AVE,KANSAS CITY,64130,"SOUTH PROSPECT PLACE NO 2, S 36.90 FT OF LOT 18",K2015-02562,,,,1128.6,,,,Kansas City
549,30-740-20-35-00-0-00-000,JA30740203500000000,5706 PARK AVE,KANSAS CITY,64130,"SOUTH PROSPECT PLACE, S 14.45' OF LOT 37 & N 20.05' OF LOT 38",K2015-02568,,,,1452.53,,,,Kansas City
554,30-740-16-09-00-0-00-000,JA30740160900000000,5627 WABASH AVE,KANSAS CITY,64130,"SCHELLS BROOKLYN HEIGHTS AN, NEX ALL OF LOT 10 & N 10 FT   OF LOT 11",K2015-02559,,,,330.1,,,,Kansas City
555,30-740-16-08-00-0-00-000,JA30740160800000000,5623 WABASH AVE,KANSAS CITY,64130,"SCHELLS BROOKLYN HEIGHTS AN, NEX LOT 9",K2015-02558,,,,241.9,,,,Kansas City
557,30-740-16-07-00-0-00-000,JA30740160700000000,5621 WABASH AVE,KANSAS CITY,64130,"SCHELLS BROOKLYN HEIGHTS ANNEX, S 10' OF LOT 7 & ALL OF LOT 8",K2015-02557,,,,1982.87,,,,Kansas City
543,30-740-30-31-00-0-00-000,JA30740303100000000,5810 OLIVE ST,KANSAS CITY,64130,"BELLE MEADE ADD, N 48' OF LOT 51",K2015-02579,,,,2318.82,,,,Kansas City
915,30-740-32-21-00-0-00-000,JA30740322100000000,5832 PROSPECT AVE,KANSAS CITY,64130,"BELLE MEADE ADD, S 40' LOT 9 & VAC STREET ADJ",K2015-02581,,,,1259.15,,,,Kansas City
754,31-120-02-02-00-0-00-000,JA31120020200000000,6419 E 35TH ST,KANSAS CITY,64129,"NORTH LEEDS, ALL OF LOTS 2-3-& 4 BLK 5",K2015-02587,,,,1445.35,,,,Kansas City
730,31-210-10-27-00-0-00-000,JA31210102700000000,5618 E 37TH ST,KANSAS CITY,64128,"HOLLIE, LOTS 32 - 33 & 34 LOT 34",K2015-02597,,,,221.33,,,,Kansas City
713,31-220-24-19-00-0-00-000,JA31220241900000000,4637 E 38TH ST,KANSAS CITY,64128,"HIGH OAKS, LOT 123",K2015-02605,,,,219.69,,,,Kansas City
718,31-220-17-16-00-0-00-000,JA31220171600000000,4661 E 37TH TER,KANSAS CITY,64128,"HIGH OAKS, LOT 89",K2015-02603,,,,213.44,,,,Kansas City
